"","data2.alcohol.1.1000.","alcohol1"
"887",10.4,-1.94895734932464
"888",12.1,-1.94895734932464
"889",11.2,-1.94895734932464
"890",9.3,-1.94895734932464
"891",10.1,-1.94895734932464
"892",9.7,-1.94895734932464
"893",9.3,-1.94895734932464
"894",9.7,-1.94895734932464
"895",9.8,-1.94895734932464
"896",10.7,-1.94895734932464
"897",12.5,-1.94895734932464
"898",10.7,-1.94895734932464
"899",12.5,-1.94895734932464
"900",11,-1.94895734932464
"901",11.8,-1.94895734932464
"902",10.8,-1.94895734932464
"903",10.8,-1.94895734932464
"904",10.8,-1.94895734932464
"905",10.8,-1.94895734932464
"906",9.5,-1.94895734932464
"907",11,-1.94895734932464
"908",11.5,-1.94895734932464
"909",10.8,-1.94895734932464
"910",11.5,-1.94895734932464
"911",13.2,-1.94895734932464
"912",10.9,-1.94895734932464
"913",12.2,-1.94895734932464
"914",12.2,-1.94895734932464
"915",11.5,-1.94895734932464
"916",11.9,-1.94895734932464
"917",11,-1.94895734932464
"918",10.1,-1.94895734932464
"919",11,-1.94895734932464
"920",11.8,-1.94895734932464
"921",10.5,-1.94895734932464
"922",11,-1.94895734932464
"923",11.8,-1.94895734932464
"924",10.1,-1.94895734932464
"925",11.2,-1.94895734932464
"926",11,-1.94895734932464
"927",10.2,-1.94895734932464
"928",9.2,-1.94895734932464
"929",11.2,-1.94895734932464
"930",12,-1.94895734932464
"931",10.5,-1.94895734932464
"932",9.8,-1.94895734932464
"933",9.5,-1.94895734932464
"934",9.8,-1.94895734932464
"935",10.5,-1.94895734932464
"936",11.8,-1.94895734932464
"937",11.8,-1.94895734932464
"938",10.4,-1.94895734932464
"939",12.9,-1.94895734932464
"940",11.4,-1.94895734932464
"941",12.4,-1.94895734932464
"942",12.5,-1.94895734932464
"943",10,-1.94895734932464
"944",9.7,-1.94895734932464
"945",12.1,-1.94895734932464
"946",11.1,-1.94895734932464
"947",12,-1.94895734932464
"948",12.4,-1.94895734932464
"949",11.9,-1.94895734932464
"950",11.9,-1.94895734932464
"951",11.9,-1.94895734932464
"952",12.4,-1.94895734932464
"953",11.2,-1.94895734932464
"954",12.1,-1.94895734932464
"955",12.2,-1.94895734932464
"956",10.4,-1.94895734932464
"957",11.3,-1.94895734932464
"958",11.1,-1.94895734932464
"959",11.3,-1.94895734932464
"960",10,-1.94895734932464
"961",11.1,-1.94895734932464
"962",9.3,-1.94895734932464
"963",9.5,-1.94895734932464
"964",11.2,-1.94895734932464
"965",11.1,-1.94895734932464
"966",11,-1.94895734932464
"967",11.9,-1.94895734932464
"968",9.2,-1.94895734932464
"969",12.2,-1.94895734932464
"970",10.2,-1.94895734932464
"971",10.9,-1.94895734932464
"972",10.9,-1.94895734932464
"973",11.6,-1.94895734932464
"974",10.7,-1.94895734932464
"975",12.1,-1.94895734932464
"976",9.4,-1.94895734932464
"977",9.4,-1.94895734932464
"978",9.1,-1.94895734932464
"979",11.3,-1.94895734932464
"980",10.4,-1.94895734932464
"981",10.5,-1.94895734932464
"982",10,-1.94895734932464
"983",12.9,-1.94895734932464
"984",10.5,-1.94895734932464
"985",10.4,-1.94895734932464
"986",11.3,-1.94895734932464
"987",11.4,-1.94895734932464
"988",9.4,-1.94895734932464
"989",9.4,-1.94895734932464
"990",10.9,-1.94895734932464
"991",9.4,-1.94895734932464
"992",9.4,-1.94895734932464
"993",9.4,-1.94895734932464
"994",9.4,-1.94895734932464
"995",9.4,-1.94895734932464
"996",10.1,-1.94895734932464
"997",12.8,-1.94895734932464
"998",12.8,-1.94895734932464
"999",9.1,-1.94895734932464
"1000",12.9,-1.94895734932464
