,data2.alcohol.1.1000.,exp1.1.1000.,,,
954,12.1,10.46532321,,,
955,12.2,10.45213942,,,
956,10.4,10.61693669,,,
957,11.3,10.58397724,,,
958,11.1,10.46532321,,,
959,11.3,10.42577186,,,
960,10,10.47850699,,,
961,11.1,10.47850699,,,
962,9.3,10.71581505,,,
963,9.5,10.47850699,,,
964,11.2,10.41258808,,,
965,11.1,10.50487455,,,
966,11,10.46532321,,,
967,11.9,10.6103448,,,
968,9.2,10.45213942,,,
969,12.2,10.26756649,,,
970,10.2,10.71581505,,,
971,10.9,10.71581505,,,
972,10.9,10.51805833,,,
973,11.6,10.45213942,,,
974,10.7,10.26756649,,,
975,12.1,10.33348539,,,
976,9.4,10.55760967,,,
977,9.4,10.33348539,,,
978,9.1,10.34666918,,,
979,11.3,10.53124211,,,
980,10.4,10.42577186,,,
981,10.5,10.41258808,,,
982,10,10.53124211,,,
983,12.9,10.6762637,,,
984,10.5,10.63671236,,,
985,10.4,10.41258808,,,
986,11.3,10.70263127,,,
987,11.4,10.53124211,,,
988,9.4,10.55760967,,,
989,9.4,10.41258808,,,
990,10.9,10.53124211,,,
991,9.4,10.37303674,,,
992,9.4,10.50487455,,,
993,9.4,10.49169077,,,
994,9.4,10.47850699,,,
995,9.4,10.3994043,,,
996,10.1,10.51805833,,,
997,12.8,10.50487455,,,
998,12.8,10.47850699,,,
999,9.1,10.47850699,,,
1000,12.9,10.43895564,,,
,,,,,
Average,11.15,10.47850699,,,
,,,,,
,,,,Error in Predication,0.671493013
