,score,text
357,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
358,1,"<ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Fox News, Sinclair Broadcast Group, Alex 
Jones-Free, News Days
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Obama/Biden
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Safety For Dreamers 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Obama Era Safe… https://t.co/msMNQomeEB"
359,0,RT @massimomessina1: Unhnged @NancyPelosi forgets #Obama's strikes in #Lybia: #Trump Acted 'Above the Law' in #Syria Strike | Breitbart htt…
360,-2,@exilerebel1 @THOMASBMALONE @seanhannity @trumps_feed Irrelevant? Obama lost over 1000 Democrat seats under his wat… https://t.co/ogPzZUt9G4
361,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
362,-3,"RT @SassBaller: We hate Trump because HE is racist.
You hate Obama because YOU are racist. https://t.co/zNXXxIEp2f"
363,2,"And the dumbass comment of the week goes to... So educated, so articulate. (This was in reply to Obama quoting Nels… https://t.co/MlqwlMUn78"
364,1,@davidhogg111 You have so little respect you dont even call him President Obama.
365,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
366,-3,"@Breaking911 Translated<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> Obama, McCain, #DeepState CIA in latest propaganda campaign. They are furious he blew up t… https://t.co/XBtLSMF010"
367,0,@krassenstein @constitutionsue YOU left out PRESIDENT OBAMA
368,0,Obama Shows Why He Is The Last Real President With Inspired Parkland Piece For #Time100 https://t.co/ELtHr09Dsb via @politicususa
369,0,"RT @MarkSimoneNY: Senior Obama administration official David Axelrod, says Comey is just out to make money and ""he should have called his b…"
370,0,"RT @brianefallon: Reminder: under Obama, Senate Republicans tried to *filibuster* the renewal of the Violence Against Women Act 
https://t.…"
371,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
372,1,"RT @securefreedom: Just precious: Samantha Power 'fearful' Trump administration 'has no strategy besides tweeting and bombing'

Samantha th…"
373,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
374,-2,"RT @DavidSt86977380: @tommyBoomboom @bchapman151 Why isn't treasonous traitor, Barry Hussein Obama on the list? #ReleaseAllTheMemos #Releas…"
375,1,"RT @TalbertSwan: “Were you embarrassed by the way he lovingly and sweetly parented and protected his daughters?”

https://t.co/KkzEWTxaGH h…"
376,1,RT @DavidNakamura: One interesting wrinkle here is that Trump met Duterte in Manila and has invited him to visit WH (even though Obama refu…
377,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
378,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
379,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
380,-2,"Because it’s probably just another Obama lie like his fake birth certificate, he/she wife and fake family https://t.co/ZcDSDKTksE"
381,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
382,0,"RT @gugachacra: Wilson, Harding, Coolidge, Hoover, Roosevel, Truman, Eisenhower, Kennedy, Lyndon Johnson, Nixon, Ford, Carter, Reagan, Bush…"
383,0,"RT @ChrisJZullo: President Barack Obama 
President John Kennedy
President Franklin Roosevelt
President Theodore Roosevelt
President Thomas…"
384,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
385,0,RT @Quotes_PS: « Le futur récompense ceux qui ne lâchent rien. Je n’ai pas le temps de m’apitoyer sur mon sort. Je n’ai pas le temps de me…
386,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
387,0,@epd44 How many times do I have to say it? Trump just took part in a sarin gas false flag - for the second time. Th… https://t.co/WXIQtJpikG
388,0,"RT @Adjustedwell: Heres what Democrats elected twice folks.....

Read title of book Obama Hussein has in his hand.....

 https://t.co/bYZ53…"
389,1,"@Education4Libs @c2smkymtns You've never heard of ghost writers? 

This is a political operation. Well funded.. 
An… https://t.co/9hLe2kDvKg"
390,0,"RT @nzo11: While there is no MYSTERY of who 

PRESIDENT TRUMP 
is 
&amp; WHY HE LOVES OUR COUNTRY 

THE MYSTERY DETAILS years later still linge…"
391,-1,"RT @JacobAWohl: Obama targeted Christian Churches and Conservative Charities with the IRS, but ordered investigations into Hezbollah to be…"
392,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
393,0,RT @TalbertSwan: “Were you embarrassed by his lone and enduring twenty-five year marriage to a strong woman he’s never ceased to publicly p…
394,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
395,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
396,-1,The weather was never this inconsistent when Obama was president
397,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
398,0,RT @applegreen_k: @CassperNyovest Malia Obama  invited me at her home this weekend but I had to work .The crazy thing is I was invited by t…
399,1,@davidhogg111 Thank you President Obama
400,0,RT @jko417: Come and get em Obama  #youcantry #ainttakinourguns #southernandproud #keepitkuntree (Vine by @BKuntree) https://t.co/lTB2Tb2X7T
401,1,"RT @junogsp5: Excellent investigative article by @Thomas1774Paine <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5> 
Obama Admin &amp; Entire Intel Community colluded w Clinton Campaign to En…"
402,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
403,0,RT @js_bama: @Pickles0201 @KatTheHammer1 @AdamSchiffCA Where was Schiff when Obama opened up the prisons?
404,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
405,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
406,1,Phony name Josh Earnest. Like Barack Obama and Samantha Power. https://t.co/lhIbkG2AWn
407,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
408,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
409,-1,"RT @gal_deplorable: The MSM has been weaponized...do not believe what you've been told.

#WakeUpAmerica
#Obama
#Propaganda
#QAnon https://t…"
410,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
411,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
412,-2,"RT @girl4_trump: Everything leads back to #Obama, the most evil &amp; corrupt illegal president ever to be in the people's house! 
#FBILiesMatt…"
413,0,"RT @OnWithLogic: MASSIVE 146 PAGE FILE DROP JUST HAPPENED ON OBAMA DOCUMENTS

STAY TUNED... identity investigation docs

#OBAMADOCUMENTS

#…"
414,0,@pateycm @pinkk9lover @gr8tjude @ROCKONOHIO @GrizzleMeister @PamB60 @ImJustAMel @BlueSea1964 @writemombritt… https://t.co/kVVK5lpHI5
415,0,@maddow https://t.co/Fszhh2BoGU
416,0,"@johnpavlovitz John Lennon, health, eyesight, science, separation of church and state, Barack Obama"
417,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
418,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
419,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
420,0,"@GoddessHecate_ @WillowSnows And me? Seriously, ten follows its me obama and trump in there i am so confused"
421,-2,"RT @AnnaApp91838450: https://t.co/E2K5yvneUY
UNBELIEVABLE These Left Wing Wacko Judges Ordering For Monuments To Come Down Because It Hurts…"
422,0,"RT @RepDeSantis: The dissimilarity in zealousness between Mueller &amp; Clinton investigations is serious. Accordingly, I have referred to the…"
423,0,RT @CaseyMalone: Do you guys think Obama knows who Goku is
424,0,If they would have pledge to always hate ni**er America would have been fine with that. But as soon as they throw o… https://t.co/HxBPyCNaPP
425,0,Tina Fey’s Tearful Gilda Radner Tribute: She ‘Was Our Equivalent of Michelle Obama’ https://t.co/cqMdi6TuSm via @thedailybeast
426,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
427,0,"RT @Trey_VonDinkis: #MAGA #ObamaFailure #Communism #LeftistSedition 

.
.
.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B0><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5>TRUMP'S HISTORIC NORTH KOREA STRATEGY:

8 Years of Obama Gave…"
428,0,"RT @UG0TTRUMPED: TY @POTUS
@realDonaldTrump
#LockHimUp
#QAnon
#TheStorm
#TheGreatAwakening
#ItsHappening
#WWG1WGA
#SilentExecuters
#DrainTh…"
429,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
430,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
431,4,"RT @pglynn61: #OldThingsIWantBack
Class
Dignity 
Style
Decorum
Sanity
Competency
Leadership
Diplomacy 
Humanity
Compassion 
Humor
Kindness…"
432,1,"@ssummy63 @ggiittiikkaa @RahulGandhi Lol
Will bcom easy fr him to sell utensils to Michelle Obama."
433,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
434,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
435,0,@MadihaAfzal When Obama did not boast of the stimulus projects during his presidency to give Democrats something fo… https://t.co/i93M8FSj3U
436,0,RT @J4CKMULL: #OldThingsIWantBack Barack Obama. https://t.co/yV7pahkqlI
437,1,@Ryan_VanSickle @PoliticalShort @SaraCarterDC @RepDeSantis This is adorable. I will find a random picture obama and… https://t.co/ElUdxeiUOh
438,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
439,0,"RT @RealMattCouch: We are trying to reach 100 Patron's on Patreon. We are currently at 60. 60% to our goal. Just $3, $5, $10 per month goes…"
440,1,@magi_jay Barack owes her a favor. She busted her ass for him in iowa in 2008... Obama snatches iowa from Sanders i… https://t.co/xPxkaYsZkF
441,2,"RT @Feisty_FL: Why was the Obama administration, the FBI &amp; DOJ so invested in Hillary winning the election they were willing to let Hillary…"
442,0,@j_bruce86 @Adam_Puzio @mythicman62 @LoyalAmerican17 @notarusskie @dillzilla99 @RobertAllen0930 @plotdude1317… https://t.co/2mg1rGwN9x
443,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
444,1,"@JackPosobiec If Re-elected, the Democrats will kill this Country. They did a pretty great job of starting it during the Obama years"
445,-1,"@MSNBC ""I called Vlad the other night and told him outright, ""Vlad you've been a bad boy, we can't continue to be f… https://t.co/rD2X4G2CLb"
446,1,"RT @DonnaWR8: <U+2611><U+FE0F>A Few Reasons Why The Obama Administration, DNC, #FakeNews &amp; Establishment Did Not Want @POTUS #TRUMP

#MAGA https://t.co/R…"
447,-1,@Pickles0201 @TrumpTrainMRA4 @AdamSchiffCA Go ahead I wish we had it when Obama was in office .God forbid if we eve… https://t.co/D9QCljQGrk
448,-1,RT @JudicialWatch: Important: Judicial Watch found evidence showing Lois Lerner was actively involved in a lengthy cover-up of improper IRS…
449,1,"RT @hrenee80: The very man who Obama once said “will not be President” is showing him exactly how it’s supposed to be done.

You’re welcome…"
450,0,"RT @LouDobbs: #DraintheSwamp- 11 House Republicans including @RepMattGaetz sign letter demanding Sessions investigate Comey, McCabe &amp; Deep…"
451,0,#ThursdayThought @tedlieu @MarkWarner https://t.co/Fszhh2BoGU
452,-1,RT @mitchellvii: Never a bad time to remind everyone that Barack Obama was photographed with Louis Farrakhan and the media covered it up fo…
453,0,"RT @UG0TTRUMPED: Why are D’s aggressively attacking Pruitt?
Why is MSM aggressively attacking Pruitt?
https://t.co/Z07wmah3UE
Are you awake…"
454,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
455,-1,"@khgottesman @AP @SenateMajLdr Sorry but I wasn’t aware we talking about HRC, Bill Clinton or Obama. I have always… https://t.co/jab7XKJ8Zt"
456,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
457,1,RT @JacobAWohl: WOW! Devin Nunes says the documents that Rod Rosenstein finally turned over show that the Obama State Department colluded w…
458,1,"RT @FreestyIeRaps: Obama answers: If Drake &amp; Kendrick Lamar got into a battle, who do you think would win??
 https://t.co/xAXERGsWZ4"
459,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
460,1,RT @alanw157: Obama has the best degrees that money can buy! https://t.co/1zj7FaGoZ1
461,0,RT @BuzzFeed: You won't believe what Obama says in this video <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/n2KloCdF2G
462,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
463,-2,"RT @TheRISEofROD: General Flynn was illegally targeted &amp; taken down by rogue Obama FBI.

Andrew McCabe said...
""F#@K Flynn &amp; then we
 F#@K…"
464,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
465,-3,"RT @TheLynchTone: @cynthiamckinney Perhaps because they know what she told David Frost is true, making Obama et al worse than liars https:/…"
466,0,https://t.co/yv4h9sR6iN : ef1f2560-76e5-4542-af2d-be3bac9ca6b6
467,0,"Obama, circa 2008: “don’t boo, vote!”"
468,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
469,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
470,2,Barack Obama wrote Parkland survivors’ blurb for Time Top 100 Influential People list https://t.co/Kzho219O3x
471,0,RT @BuzzFeed: You won't believe what Obama says in this video <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/n2KloCdF2G
472,0,RT @SavingAmerica4U: <ed><U+00A0><U+00BD><ed><U+00B4><U+00B4>Queen Elizabeth has personally intervened and removed Michelle and Barack Obama from the guest list for Prince Harry’…
473,0,@RyanTurnure @BigBaldRon2 @shantismurf @JudgeJudyPovich @onecaliberal @schrodingrsdog @adamjohnsonNYC @tedlieu @NRA… https://t.co/IhSLONooZU
474,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
475,-1,"RT @NatShupe: Stormy Daniels' lawyer, Michael Avenatti, worked for Joe Biden &amp; Rahm Emanuel (Obama's Chief of Staff).

In 2006, he sued the…"
476,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
477,-2,"Will Smith: ""Racism Is Not Getting Worse, It's Getting Filmed"" https://t.co/15xF3By6oM"
478,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
479,1,"RT @TheDailyEdge: Barack Obama pens heartfelt, moving, and emotional profile of #Parkland teens #TIME100 https://t.co/1jbgPxOAoV"
480,1,@tiredofwinning2 @RHamvai @nytimes @benshapiro ah i see change subject after i make fun of you got my proof yet or… https://t.co/eLOjZFxeW9
481,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
482,-1,"RT @AmericanHotLips: #Brennan exposes BHO for the coward he was/is: 

Brennan: #Obama opposed a plan to carry out “a cyber event” against t…"
483,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
484,0,"#GAMEOFLOANS
Sneaky Trump passed a repeal on Obama law on car dealerships..that NOW can put a HIGHER interest rate… https://t.co/B67HqjdwqS"
485,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
486,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
487,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
488,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
489,0,"RT @_VachelLindsay_: 1.     It’s now undeniable that at least James Comey, Hillary Clinton, Loretta Lynch &amp; Barack Obama are in deep troubl…"
490,1,"James Comey-Everyone needs to realize that all the things that are going on in FBI, DOJ were under the Obama Adm not TRUMP"
491,0,"RT @UG0TTRUMPED: Why are D’s aggressively attacking Pruitt?
Why is MSM aggressively attacking Pruitt?
https://t.co/Z07wmah3UE
Are you awake…"
492,-1,RT @Trumptweets2020: My new advisor Larry #Kudlow letting his inner #Trump run wild! Already earned 4 Pinocchio’s for lying about #Obama’s…
493,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
494,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
495,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
496,4,"RT @pglynn61: #OldThingsIWantBack
Class
Dignity 
Style
Decorum
Sanity
Competency
Leadership
Diplomacy 
Humanity
Compassion 
Humor
Kindness…"
497,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
498,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
499,0,@KyleKashuv No surprise. Obama has made a career out of ass kissing.
500,-1,@DelusionalHypo1 @maggieNYT The point is what he said is factually inaccurate. All you need to do is account for sl… https://t.co/FNZCIjkzvg
501,0,@RepMcNerney @EPAScottPruitt Shut up Mcnearney! This guys is putting the EPA on right footing. After the disastrous Obama era actions of EPA
502,4,"RT @pglynn61: #OldThingsIWantBack
Class
Dignity 
Style
Decorum
Sanity
Competency
Leadership
Diplomacy 
Humanity
Compassion 
Humor
Kindness…"
503,2,@di_plora Hillary is innocent like Ted Kennedy was sober. Like Bill was monogamous. Like Maxine Waters is intellige… https://t.co/3yHQTWcBtT
504,0,RT @AHamiltonSpirit: Did anyone post Obama yet...? I bet they did already. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>#OldThingsIWantBack https://t.co/ERTiW8iYOa
505,1,"RT @gregg9hess: @BobAlbany @fanatic_bama @RealSaavedra BTW, Larry Sinclair's book is listed under, ""Autobiography.""

Snippet, ""Obama loved…"
506,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
507,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tAntb0GUrY https://t.co/xmnHQyOZss
508,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
509,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
510,-1,"RT @Redpainter1: @BrentScher @BarackObama God, I miss Barack Obama."
511,0,"8 Years of Obama Gave NK Nukes, 1 With Trump Has Them Begging for &amp;#8216;Complete Denuclearization&amp;#8217; https://t.co/hhOE88sDHm"
512,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
513,0,"RT @FederalSpyGuy: oh, you aint seen nuttin yet
the *entire obama admin will eat eachother trying to stay alive
https://t.co/j64Kj7qgOc"
514,0,"The Supreme Court needs to declare a constitutional crisis, nullify and void the 2016 presidential election. Return… https://t.co/0DGs9iVi4C"
515,-1,RT @tonyposnanski: I miss Obama
516,0,"RT @DougSides: <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> Judges appointed by Obama have ruled the World War I Cross that has stood since 1925 in Bladensburg, Maryland, must be rem…"
517,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
518,1,RT @USMCDevil1034: @cellinoatt @gatewaypundit Watching Crying Chuck go down would be just as satisfying as watching Obama or Hillary go dow…
519,0,Kaiser's data analytics and social media career actually began on the '08 Obama campaign https://t.co/W7QHT4Ed67 https://t.co/bCZXoDFPXw
520,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
521,0,RT @TrumpsBlonde: I want to remind you of an ongoing investigation @jeffsessions is still working. SIX BILLION DOLLARS  the Obama Administr…
522,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
523,0,@trey1920 @jaketapper @PamelaBrownCNN The Justice Department IG is an Obama appointee.
524,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
525,-1,"RT @twmentality1: McConnell is a turtle without a shell.

He ignored Obama's warnings &amp; suppressed CIA evidence of Russian interference in…"
526,-1,I only hope they don't forget to include OBAMA himself in this criminal investigation!! https://t.co/cm7n9wGLAo
527,0,"RT @larryelder: If #StormyDaniels' $140K pay off is possibly an ""illegal campaign contribution,"" what do you call Sen. Barack Obama's real…"
528,0,"RT @donnedia: #ThursdayThoughts #OldThingsIWantBack
Pres.Obama&amp;VP Biden<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>
hope,change&amp;fair Treatment4Ppl of Color<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>
4 ""Many Repulicans"" 2stop…"
529,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
530,0,RT @tedlieu: I've concluded @realDonaldTrump can say anything &amp; his base will follow. He can say Lester Holt interview never happened &amp; bas…
531,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
532,3,So the top 5 most like tweets are within 2-4 M <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> and BTS has 4 tweets on top 40 as of march 2018. <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> Woah! To make i… https://t.co/2zMnbB2q8h
533,0,"RT @John_KissMyBot: Obama Created The Problems: TRUMP is Solving Them: 

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Unemployment Down 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Wages Up
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Companies Return To The US 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Lo…"
534,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
535,-2,"RT @girl4_trump: Everything leads back to #Obama, the most evil &amp; corrupt illegal president ever to be in the people's house! 
#FBILiesMatt…"
536,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
537,1,RT @funder: Tomorrow I’m gonna release never before seen video of Obama’s 2009 inauguration. It makes Trump’s inauguration look like a joke…
538,-2,"RT @CarlosSimancas: Let's straighten out this fake tweet.

- Governor hates CA citizens

- You omitted the word ""illegal""

- The porn ""star…"
539,1,"RT @mog7546: The #Parkland students are on @TIME’s list of the world’s most influential people #TIME100

By Barack Obama

 https://t.co/doZ…"
540,-1,Chicago City Official Compared Obama To A Slave At An Auction https://t.co/eDOjd3kV1n https://t.co/kYwphREQK3
541,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
542,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
543,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
544,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
545,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
546,1,"RT @securefreedom: Just precious: Samantha Power 'fearful' Trump administration 'has no strategy besides tweeting and bombing'

Samantha th…"
547,0,"RT @kylegriffin1: Barack Obama praises the Parkland survivors: “Our kids now show us what we’ve told them America is all about, even if we…"
548,0,"RT @C_3C_3: 2012:

Obama - Perkins Coie - Fusion GPS

2016:

Hillary - Perkins Coie - Fusion GPS

Before it is all said &amp; done we will find…"
549,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
550,0,@MarlenaMansour2 @MairavZ @AlJazeera Stop with the semantics! We all know what we mean by Anti-Semitic. it means so… https://t.co/Jh4TA7lLVu
551,-1,RT @Trumptweets2020: My new advisor Larry #Kudlow letting his inner #Trump run wild! Already earned 4 Pinocchio’s for lying about #Obama’s…
552,0,"RT @brianefallon: Reminder: under Obama, Senate Republicans tried to *filibuster* the renewal of the Violence Against Women Act 
https://t.…"
553,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
554,0,@Pink_About_it Obama said he didn’t know of HRC’s private email yet he was communicating through it by a pseudonym.… https://t.co/8hJWWQ9RdV
555,0,"RT @mill0x0: @JayKenMinaj Bey &amp; Jay are a power couple, Obama &amp; Michelle are a power couple, Will &amp; Jada are a power couple.. Who gon tell…"
556,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
557,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
558,0,RT @nanakim1956fl: #OldThingsIWantBack My country. And Obama.
559,4,"RT @pglynn61: #OldThingsIWantBack
Class
Dignity 
Style
Decorum
Sanity
Competency
Leadership
Diplomacy 
Humanity
Compassion 
Humor
Kindness…"
560,-1,@LeniceFolse I don’t disagree. Take the Obama administration for example. The unemployment rates weren’t particular… https://t.co/igF1DsgFb8
561,1,"This is new! Respect for Caesar! 'Til now this has been noticeably lacking!

Where was this generosity when Preside… https://t.co/UfibNK6J0Z"
562,2,"RT @catoletters: Trump, ask Obama how his ""days not weeks"" simple bombing of Libya worked out.  It certainly helped the human slave trade i…"
563,0,RT @AHamiltonSpirit: Did anyone post Obama yet...? I bet they did already. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>#OldThingsIWantBack https://t.co/ERTiW8iYOa
564,0,@GeriSpinney @disruptiveprog @wesleynyc @WalkerBragman I don’t even think U NO what a Dem is. Who wrote the new Dem… https://t.co/qm2kAPH97L
565,-1,RT @brianklaas: A guy who denied climate change and has no scientific credentials is about to be confirmed to run NASA. Obama’s pick was a…
566,0,@davidhogg111 PRESIDENT Obama.
567,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
568,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
569,0,RT @BuzzFeed: You won't believe what Obama says in this video <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/n2KloCdF2G
570,0,RT @VoteTheGOPOut18: Barack Obama https://t.co/cPYcgTinkW
571,0,RT @sahluwal: Here’s President Obama’s piece about the Parkland survivors for #TIME100. https://t.co/CtPHqzIZJG
572,1,@seeyou2mauro @Acosta That’s right! And obama needs to go away... take his friend Hillary with him’
573,0,"RT @FederalSpyGuy: oh, you aint seen nuttin yet
the *entire obama admin will eat eachother trying to stay alive
https://t.co/j64Kj7qgOc"
574,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
575,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
576,1,@DJInsom @snooze_cat @jsbincr @Tampa_Joe_813 @realDonaldTrump @AbeShinzo @JPN_PMO @WhiteHouse @StateDept Trump wasn… https://t.co/czVcrtvmRg
577,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
578,0,RT @sahluwal: Here’s President Obama’s piece about the Parkland survivors for #TIME100. https://t.co/CtPHqzIZJG
